wals_code,iso_code,glottocode,name,lat,lon,genus,family,subfamily
mxt,miy,ayut1236,Mixtec (Ayutla),16.9166666667,-99.1666666667,Mixtecan,Oto-Manguean,__
mxu,mih,chay1249,Mixtec (Chayuco),16.4166666667,-97.8333333333,Mixtecan,Oto-Manguean,__
mxx,_36,,Mixe (Ayutla),17.0833333333,-96.0833333333,Mixe-Zoque,Mixe-Zoque,__
mxy,mpm,yoso1239,Mixtec (Yosondúa),16.9166666667,-97.5833333333,Mixtecan,Oto-Manguean,__
mxz,miz,coat1241,Mixtec (Coatzospan),18.0833333333,-96.5833333333,Mixtecan,Oto-Manguean,__
mya,slz,maya1282,Ma'ya,-1.25,130.916666667,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian
myg,mdm,mayo1261,Mayogo,3.0,29.0,Ubangi,Niger-Congo,Adamawa-Ubangi
myi,mpc,mang1381,Mangarrayi,-14.6666666667,133.5,Mangarrayi,Australian,__
myk,zlm,mala1479,Malay (Kuala Lumpur),3.16666666667,101.7,Malayo-Sumbawan,Austronesian,__
mym,mal,mala1464,Malayalam,10.0,76.5,Southern Dravidian,Dravidian,__
myn,mhy,maan1238,Ma'anyan,-2.0,115.0,Barito,Austronesian,__
myo,mfy,mayo1264,Mayo,26.0,-108.0,Cahita,Uto-Aztecan,__
myr,mcf,mats1244,Matsés,-5.41666666667,-73.25,Panoan,Panoan,__
myy,_37,mayk1239,Mayi-Yapi,-20.0,141.0,Pama-Nyungan,Australian,__
mzc,maq,chiq1250,Mazatec (Chiquihuitlán),17.75,-96.9166666667,Popolocan,Oto-Manguean,__
mzh,mau,huau1238,Mazatec (Huautla),18.25,-96.8333333333,Popolocan,Oto-Manguean,__
mzn,mzn,maza1291,Mazanderani,36.5,52.0,Iranian,Indo-European,__
naa,cld,chal1275,Neo-Aramaic (Amadiya),37.0,43.0,Semitic,Afro-Asiatic,__
nab,naf,naba1256,Nabak,-6.41666666667,147.0,Finisterre-Huon,Trans-New Guinea,__
nad,mbj,nade1244,Nadëb,-1.0,-66.5,Nadahup,Nadahup,__
naf,nfr,nafa1258,Nafaanra,8.0,-2.58333333333,Gur,Niger-Congo,__
nag,nce,yale1246,Nagatman,-3.75,141.5,Yale,Yale,__
nah,nll,niha1238,Nahali,19.75,77.8333333333,Nahali,Nahali,__
nai,gld,nana1257,Nanai,49.5,137.0,Tungusic,Altaic,__
naj,aij,lish1245,Neo-Aramaic (Arbel Jewish),31.75,35.0,Semitic,Afro-Asiatic,__
nak,nak,naka1262,Nakanai,-5.58333333333,150.583333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
nal,nal,nali1244,Nalik,-2.95,151.333333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
nam,nnm,nami1256,Namia,-3.83333333333,141.75,Yellow River,Sepik,__
nan,kln,nand1266,Nandi,0.25,35.0,Nilotic,Nilo-Saharan,Eastern Sudanic
nap,trg,lish1246,Neo-Aramaic (Persian Azerbaijan),38.0,47.0,Semitic,Afro-Asiatic,__
nar,nrb,nara1262,Nara (in Ethiopia),15.0833333333,37.5833333333,Nara,Nilo-Saharan,Eastern Sudanic
nas,nas,naas1242,Nasioi,-6.33333333333,155.583333333,East Bougainville,East Bougainville,__
nat,ncz,natc1249,Natchez,31.75,-91.3333333333,Natchez,Natchez,__
nau,nau,naur1243,Nauruan,-0.5,166.916666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
nav,nav,nava1243,Navajo,36.1666666667,-108.0,Athapaskan,Na-Dene,__
nax,nbf,naxi1245,Naxi,27.5,100.0,Naxi,Sino-Tibetan,Tibeto-Burman
nbb,nmb,bign1238,Nambas (Big),-16.0833333333,167.2,Oceanic,Austronesian,Eastern Malayo-Polynesian
nbd,kzh,kenu1236,Nubian (Dongolese),18.25,30.75,Nubian,Nilo-Saharan,Eastern Sudanic
nbe,ngc,ngom1268,Ngombe,3.0,23.0,Bantoid,Niger-Congo,Benue-Congo
nbh,ghl,ghul1238,Ghulfan,12.0,31.0,Nubian,Nilo-Saharan,Eastern Sudanic
nbk,stc,natu1249,Natügu,-10.7833333333,165.866666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
nbm,nbm,ngba1284,Ngbaka (Ma'bo),4.56,18.36,Ubangi,Niger-Congo,Adamawa-Ubangi
nbo,now,nyam1277,Nyambo,-1.0,31.3333333333,Bantoid,Niger-Congo,Benue-Congo
nbr,gym,ngab1239,Ngäbere,8.66666666667,-82.0,Guaymi,Chibchan,__
nca,caq,carn1240,Nicobarese (Car),9.0,93.0,Nicobarese,Austro-Asiatic,Mon-Khmer
ncm,bud,ntch1242,Ncàm,9.33333333333,0.666666666667,Gur,Niger-Congo,__
ndb,nbl,sout2808,Ndebele (in South Africa),-25.3333333333,29.0,Bantoid,Niger-Congo,Benue-Congo
nde,nnb,nand1264,Nande,-0.0833333333333,29.1666666667,Bantoid,Niger-Congo,Benue-Congo
ndg,ndz,ndog1248,Ndogo,7.75,27.0,Ubangi,Niger-Congo,Adamawa-Ubangi
ndi,nbw,sout2784,Ngbandi,3.75,22.0,Ubangi,Niger-Congo,Adamawa-Ubangi
ndj,djj,djee1236,Ndjébbana,-12.1666666667,134.116666667,Ndjébbana,Australian,__
ndo,ndo,ndon1254,Ndonga,-18.0,17.0,Bantoid,Niger-Congo,Benue-Congo
ndr,fij,fiji1243,Nadroga,-18.0833333333,177.416666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
ndt,ndv,ndut1239,Ndut,14.9166666667,-16.9166666667,Northern Atlantic,Niger-Congo,Atlantic
ndu,nmd,ndum1239,Ndumu,-1.66666666667,13.5833333333,Bantoid,Niger-Congo,Benue-Congo
ndy,djk,ndyu1242,Ndyuka,4.5,-54.5,Creoles and Pidgins,other,__
ned,dse,dutc1253,Nederlandse Gebarentaal,52.25,5.5,Sign Languages,other,__
neg,neg,negi1245,Negidal,53.0,139.0,Tungusic,Altaic,__
neh,nsn,neha1247,Nehan,-4.5,154.2,Oceanic,Austronesian,Eastern Malayo-Polynesian
nel,nee,kuma1276,Nelemwa,-20.25,164.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
nen,yrk,nene1249,Nenets,69.0,72.0,Samoyedic,Uralic,__
nep,nep,nepa1252,Nepali,28.0,85.0,Indic,Indo-European,__
nev,ood,toho1245,Nevome,31.0,-112.5,Tepiman,Uto-Aztecan,__
new,new,newa1246,Newari (Kathmandu),27.6666666667,85.5,Mahakiranti,Sino-Tibetan,Tibeto-Burman
ney,ney,neyo1238,Neyo,5.0,-6.0,Kru,Niger-Congo,__
nez,nez,nezp1238,Nez Perce,46.0,-116.0,Sahaptian,Penutian,__
nga,nio,ngan1291,Nganasan,71.0,93.0,Samoyedic,Uralic,__
ngb,nga,ngba1285,Ngbaka (Minagende),3.5,20.0,Gbaya-Manza-Ngbaka,Niger-Congo,Adamawa-Ubangi
ngd,nxg,ngad1261,Ngad'a,-8.83333333333,121.0,Central Malayo-Polynesian,Austronesian,__
nge,nge,ngem1255,Ngemba,6.2,10.0,Bantoid,Niger-Congo,Benue-Congo
ngg,nam,nang1259,Ngan'gityemerri,-14.25,130.416666667,Southern Daly,Australian,Daly
ngi,wyb,wang1291,Ngiyambaa,-31.75,145.5,Pama-Nyungan,Australian,__
ngj,nju,ngad1258,Ngadjumaja,-32.3333333333,123.833333333,Pama-Nyungan,Australian,__
ngk,nam,nang1259,Ngankikurungkurr,-14.0,130.5,Southern Daly,Australian,Daly
ngl,nig,ngal1293,Ngalakan,-14.25,134.0,Ngalakan,Australian,Gunwinyguan
ngm,sba,ngam1268,Ngambay,8.66666666667,16.0,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic
ngn,nid,ngan1295,Ngandi,-13.8333333333,135.0,Ngandi,Australian,Gunwinyguan
ngo,ngo,ngon1269,Ngoni,-11.0,36.0,Bantoid,Niger-Congo,Benue-Congo
ngr,nay,narr1259,Ngarinyeri,-36.0,140.0,Pama-Nyungan,Australian,__
ngt,nmf,tang1336,Naga (Tangkhul),25.0,94.5,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
ngu,llp,nort2836,Nguna,-16.9166666667,168.5,Oceanic,Austronesian,Eastern Malayo-Polynesian
ngw,nxn,ngaw1240,Ngawun,-19.0,141.5,Pama-Nyungan,Australian,__
ngy,nbj,ngar1235,Ngarinyman,-16.5,130.5,Pama-Nyungan,Australian,__
ngz,ngi,ngiz1242,Ngizim,12.0833333333,10.9166666667,West Chadic,Afro-Asiatic,Chadic
nha,_38,nhan1238,Nhanda,-27.0,114.166666667,Pama-Nyungan,Australian,__
nhc,nhn,cent2132,Nahuatl (Central),19.0,-98.25,Aztecan,Uto-Aztecan,__
nhh,nhe,huas1257,Nahuatl (Huasteca),22.0,-99.0,Aztecan,Uto-Aztecan,__
nhm,ncl,mich1245,Nahuatl (Michoacán),18.5,-103.0,Aztecan,Uto-Aztecan,__
nhn,ncj,nort2957,Nahuatl (North Puebla),20.0,-98.25,Aztecan,Uto-Aztecan,__
nhp,_39,poch1244,Nahuatl (Pochutla),15.75,-96.5,Aztecan,Uto-Aztecan,__
nht,nhg,tete1251,Nahuatl (Tetelcingo),19.6666666667,-99.0,Aztecan,Uto-Aztecan,__
nhu,_40,,Nahuatl (Huauchinango),20.1666666667,-98.0833333333,Aztecan,Uto-Aztecan,__
nhx,ngu,guer1241,Nahuatl (Xalitla),18.0,-99.5,Aztecan,Uto-Aztecan,__
nia,nia,nias1242,Nias,1.0,97.75,Northwest Sumatra-Barrier Islands,Austronesian,__
nic,ncb,cent1990,Nicobarese,7.0,93.8333333333,Nicobarese,Austro-Asiatic,Mon-Khmer
nif,num,niua1240,Niuafo'ou,-15.5666666667,-175.616666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
nih,jsl,japa1238,Nihon Shuwa (Japanese Sign Language),36.0,139.0,Sign Languages,other,__
nim,nir,nucl1633,Nimboran,-2.5,140.166666667,Nimboran,Nimboran,__
nin,niz,ning1273,Ningil,-3.5,142.25,Wapei-Palei,Torricelli,__
nis,dap,nisi1239,Nyishi,27.5,93.5,Tani,Sino-Tibetan,Tibeto-Burman
nit,noo,noot1239,Nitinaht,48.6666666667,-124.75,Southern Wakashan,Wakashan,__
niu,niu,niue1239,Niuean,-19.05,-170.116666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
niv,niv,gily1242,Nivkh,53.3333333333,142.0,Nivkh,Nivkh,__
nju,nys,nyun1247,Nyungar,-33.75,122.0,Pama-Nyungan,Australian,__
nkb,ngk,ngal1292,Ngalkbun,-13.5,134.833333333,Gunwinygic,Australian,Gunwinyguan
nke,isi,nkem1242,Nkem,6.58333333333,8.58333333333,Bantoid,Niger-Congo,Benue-Congo
nkk,nck,naka1260,Nakkara,-12.1166666667,134.416666667,Nakkara,Australian,__
nkn,nko,nkon1245,Nkonya,7.16666666667,0.25,Kwa,Niger-Congo,__
nko,cgg,chig1238,Nkore-Kiga,-0.916666666667,29.8333333333,Bantoid,Niger-Congo,Benue-Congo
nkr,nkr,nuku1260,Nukuoro,3.83333333333,154.916666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
nkt,cbn,nyah1250,Nyah Kur (Tha Pong),15.6666666667,101.666666667,Monic,Austro-Asiatic,Mon-Khmer
nku,kzh,kenu1236,Nubian (Kunuz),23.0,33.0,Nubian,Nilo-Saharan,Eastern Sudanic
nlr,nlr,ngar1286,Ngarla,-20.0,119.0,Pama-Nyungan,Australian,__
nlu,nrl,ngar1287,Ngarluma,-20.8333333333,117.5,Pama-Nyungan,Australian,__
nly,nly,nyam1271,Nyamal,-21.0,119.0,Pama-Nyungan,Australian,__
nma,nbi,maon1238,Naga (Mao),25.5,94.3333333333,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
nmb,nab,sout2994,Nambikuára,-13.0,-59.0,Nambikuaran,Nambikuaran,__
nmd,smq,samo1303,Nomad,-6.16666666667,142.25,East Strickland,East Strickland,__
nmi,nhx,isth1242,Nahuatl (Mecayapan Isthmus),18.25,-94.8333333333,Aztecan,Uto-Aztecan,__
nmm,nmm,mana1288,Manange,28.5833333333,84.0,Bodic,Sino-Tibetan,Tibeto-Burman
nmp,_41,,Nahuatl (Milpa Alta),19.25,-99.1666666667,Aztecan,Uto-Aztecan,__
nnc,ncb,cent1990,Nancowry,8.05,93.5,Nicobarese,Austro-Asiatic,Mon-Khmer
nnd,anh,nend1239,Nend,-5.0,144.916666667,Madang,Trans-New Guinea,__
nne,nen,neng1238,Nengone,-21.5,168.0,Oceanic,Austronesian,Eastern Malayo-Polynesian
nng,nyj,nyan1304,Nyanga,-1.25,28.1666666667,Bantoid,Niger-Congo,Benue-Congo
nnk,nnk,nank1250,Nankina,-5.78333333333,146.45,Finisterre-Huon,Trans-New Guinea,__
nnm,tvl,tuva1244,Nanumea,-5.66666666667,176.116666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
nnn,nuv,nort2784,Nuni (Northern),12.1666666667,-3.0,Gur,Niger-Congo,__
nnt,nnt,nant1249,Nanticoke,38.0,-76.25,Algonquian,Algic,__
nob,fia,nobi1240,Nobiin,21.0,31.0,Nubian,Nilo-Saharan,Eastern Sudanic
noc,njb,noct1238,Nocte,27.0,95.5,Northern Naga,Sino-Tibetan,Tibeto-Burman
nog,nog,noga1249,Noghay,44.0,46.0,Turkic,Altaic,__
nok,nog,noga1249,Noghay (Karagash),47.5,47.25,Turkic,Altaic,__
nom,not,noma1263,Nomatsiguenga,-11.6666666667,-74.5,Pre-Andine Arawakan,Arawakan,__
non,nhu,noon1243,Noni,6.41666666667,10.5833333333,Bantoid,Niger-Congo,Benue-Congo
noo,snf,noon1242,Noon,14.8333333333,-16.8333333333,Northern Atlantic,Niger-Congo,Atlantic
nor,nob,norw1259,Norwegian,61.0,8.0,Germanic,Indo-European,__
npa,nhp,isth1241,Nahuatl (Pajapan),18.25,-94.75,Aztecan,Uto-Aztecan,__
nph,npa,narp1239,Nar-Phu,28.6666666667,84.25,Bodic,Sino-Tibetan,Tibeto-Burman
npi,pcm,nige1257,Nigerian Pidgin,6.5,3.33333333333,Creoles and Pidgins,other,__
npn,nag,naga1394,Naga Pidgin,25.6666666667,94.0,Creoles and Pidgins,other,__
npu,npy,napu1241,Napu,-1.33333333333,120.416666667,Celebic,Austronesian,__
nrg,sen,nane1238,Nanerge,11.75,-5.0,Gur,Niger-Congo,__
nrm,nrm,naro1251,Narom,4.41666666667,114.0,North Borneo,Austronesian,__
nro,nhr,naro1249,Nharo,-22.3333333333,20.5,Central Khoisan,Khoisan,__
nse,nse,nsen1242,Nsenga,-14.5,30.8333333333,Bantoid,Niger-Congo,Benue-Congo
nsg,ncg,nisg1240,Nisgha,55.0,-130.0,Tsimshianic,Penutian,__
nsk,nsk,nask1242,Naskapi,56.0,-70.0,Algonquian,Algic,__
nsn,nsz,nise1244,Nisenan,39.0,-121.0,Maiduan,Penutian,__
nsy,aii,assy1241,Neo-Aramaic (Assyrian),36.0,41.0,Semitic,Afro-Asiatic,__
nsz,azz,high1278,Nahuatl (Sierra de Zacapoaxtla),19.5833333333,-97.3333333333,Aztecan,Uto-Aztecan,__
nte,nsl,norw1255,Norsk Tegnspråk,61.0,9.0,Sign Languages,other,__
nti,niy,ngit1239,Ngiti,1.33333333333,30.25,Lendu,Nilo-Saharan,Central Sudanic
ntj,ntj,ngaa1240,Ngaanyatjarra,-26.0,126.5,Pama-Nyungan,Australian,__
ntn,ntm,nate1242,Nateni,10.5,1.16666666667,Gur,Niger-Congo,__
nto,nto,ntom1248,Ntomba,-2.0,18.3333333333,Bantoid,Niger-Congo,Benue-Congo
ntu,yrk,nene1249,Nenets (Tundra),70.0,76.0,Samoyedic,Uralic,__
nua,nni,nuau1240,Nuaulu,-3.25,129.166666667,Central Malayo-Polynesian,Austronesian,__
nub,kcn,nubi1253,Nubi,0.666666666667,32.0833333333,Creoles and Pidgins,other,__
nue,nus,nuer1246,Nuer,8.33333333333,32.0,Nilotic,Nilo-Saharan,Eastern Sudanic
nug,nuy,nung1290,Nunggubuyu,-13.75,135.666666667,Nunggubuyu,Australian,Gunwinyguan
nuk,mbr,nuka1242,Nukak,2.5,-71.5,Cacua-Nukak,Cacua-Nukak,__
nun,nut,nung1283,Nung (in Vietnam),21.9166666667,106.416666667,Kam-Tai,Tai-Kadai,__
nup,nup,nupe1254,Nupe,9.16666666667,5.41666666667,Nupoid,Niger-Congo,Benue-Congo
nus,nuf,nusu1239,Nusu,26.75,99.0,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman
nuu,noo,noot1239,Nuuchahnulth,49.6666666667,-126.666666667,Southern Wakashan,Wakashan,__
nvs,niv,gily1242,Nivkh (South Sakhalin),47.0,142.5,Nivkh,Nivkh,__
nwd,new,newa1246,Newar (Dolakha),27.3333333333,86.0,Mahakiranti,Sino-Tibetan,Tibeto-Burman
nya,nyt,nyaw1247,Nyawaygi,-19.0,146.166666667,Pama-Nyungan,Australian,__
nyg,nyp,nyan1313,Nyangi,3.41666666667,33.5833333333,Kuliak,Nilo-Saharan,Eastern Sudanic
nyh,nih,nyih1240,Nyiha,-10.0,33.0,Bantoid,Niger-Congo,Benue-Congo
nyi,nyi,amas1236,Nyimang,12.1666666667,29.3333333333,Nyimang,Nilo-Saharan,Eastern Sudanic
nyk,tpq,tukp1239,Nyamkad,32.0,78.5,Bodic,Sino-Tibetan,Tibeto-Burman
nyl,yly,nyal1254,Nyelâyu,-20.3333333333,164.333333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
nym,nym,nyam1276,Nyamwezi,-5.0,33.0,Bantoid,Niger-Congo,Benue-Congo
nyn,nyh,nyig1240,Nyigina,-18.0,124.333333333,Nyulnyulan,Australian,__
nyr,nna,nyan1301,Nyangumarda,-20.0,121.0,Pama-Nyungan,Australian,__
nyu,nyv,nyul1247,Nyulnyul,-17.0,122.833333333,Nyulnyulan,Australian,__
nza,nzk,nzak1247,Nzakara,5.0,23.0,Ubangi,Niger-Congo,Adamawa-Ubangi
nze,nzm,zeme1240,Naga (Zeme),25.1666666667,93.5,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
nzs,nzs,newz1236,New Zealand Sign Language,-43.0,172.0,Sign Languages,other,__
obg,ogu,ogbr1243,Ogbronuagum,4.75,6.86666666667,Cross River,Niger-Congo,Benue-Congo
obk,afz,obok1239,Obokuitai,-3.0,138.0,Lakes Plain,Lakes Plain,__
obo,ann,obol1243,Obolo,4.58333333333,7.83333333333,Cross River,Niger-Congo,Benue-Congo
oca,oca,ocai1244,Ocaina,-2.75,-71.75,Huitoto,Huitotoan,__
occ,oci,occi1239,Occitan,44.0,2.0,Romance,Indo-European,__
ocu,ocu,atzi1235,Ocuilteco,18.9166666667,-99.6666666667,Otomian,Oto-Manguean,__
ogb,ogb,ogbi1239,Ogbia,4.66666666667,6.25,Cross River,Niger-Congo,Benue-Congo
oi,oyb,oyyy1238,Oi,14.8333333333,107.166666667,Bahnaric,Austro-Asiatic,Mon-Khmer
oir,xal,kalm1243,Oirat,37.5,93.0,Mongolic,Altaic,__
oix,otz,ixte1237,Otomí (Ixtenco),19.0833333333,-97.9166666667,Otomian,Oto-Manguean,__
oji,ojg,east2542,Ojibwa (Eastern),46.0,-80.0,Algonquian,Algic,__
ojm,ciw,chip1241,Ojibwe (Minnesota),47.6666666667,-92.5,Algonquian,Algic,__
ojs,ojs,seve1240,Ojibwa (Severn),53.0,-90.0,Algonquian,Algic,__
oka,oka,okan1243,Okanagan,49.5,-118.5,Interior Salish,Salishan,__
oko,ort,adiv1239,Oriya (Kotia),18.3333333333,83.0,Indic,Indo-European,__
oks,opm,oksa1245,Oksapmin,-5.16666666667,142.166666667,Oksapmin,Oksapmin,__
oku,oku,okuu1243,Oku,6.25,10.5,Bantoid,Niger-Congo,Benue-Congo
olm,nij,ngaj1237,Oloh Mangtangai,-0.833333333333,113.0,Barito,Austronesian,__
olo,ong,oloo1241,Olo,-3.41666666667,142.0,Wapei-Palei,Torricelli,__
olu,plo,olut1240,Olutec,17.95,-95.0,Mixe-Zoque,Mixe-Zoque,__
oma,omg,omag1248,Omagua,-4.0,-73.5,Tupi-Guaraní,Tupian,__
omh,oma,omah1247,Omaha,42.0,-97.25,Siouan,Siouan,__
omi,aom,omie1241,Ömie,-9.05,148.083333333,Koiarian,Trans-New Guinea,__
ond,one,onei1249,Oneida,43.0,-75.6666666667,Northern Iroquoian,Iroquoian,__
one,aun,molm1235,One,-3.25,141.916666667,West Wapei,Torricelli,__
ong,oon,onge1236,Onge,10.75,92.4166666667,South Andamanese,South Andamanese,__
onn,ono,onon1246,Onondaga,42.75,-76.1666666667,Northern Iroquoian,Iroquoian,__
ono,ons,onoo1246,Ono,-6.16666666667,147.583333333,Finisterre-Huon,Trans-New Guinea,__
ood,ood,toho1245,O'odham,32.0,-112.0,Tepiman,Uto-Aztecan,__
ora,ema,emai1241,Emai,7.08333333333,5.91666666667,Edoid,Niger-Congo,Benue-Congo
orb,gax,bora1271,Oromo (Boraana),4.5,38.5,Eastern Cushitic,Afro-Asiatic,Cushitic
orc,oac,oroc1248,Oroch,50.3333333333,137.5,Tungusic,Altaic,__
ord,mvf,peri1253,Ordos,39.0,109.0,Mongolic,Altaic,__
ore,ore,orej1242,Orejón,-2.83333333333,-72.5,Tucanoan,Tucanoan,__
orh,hae,east2652,Oromo (Harar),9.0,42.0,Eastern Cushitic,Afro-Asiatic,Cushitic
ori,ras,tega1236,Orig,12.1666666667,30.8333333333,Rashad,Niger-Congo,Kordofanian
ork,oaa,orok1265,Orok,49.5,143.5,Tungusic,Altaic,__
orl,oro,orok1267,Orokolo,-7.83333333333,145.333333333,Eleman Proper,Eleman,__
orm,oru,ormu1247,Ormuri,32.5,69.75,Iranian,Indo-European,__
oro,okv,orok1269,Orokaiva,-8.83333333333,148.25,Binanderean,Trans-New Guinea,__
orw,ssn,waat1238,Oromo (Waata),-3.33333333333,39.8333333333,Eastern Cushitic,Afro-Asiatic,Cushitic
ory,ury,orya1242,Orya,-2.75,139.833333333,Orya,Tor-Orya,__
osa,osa,osag1243,Osage,37.0,-94.0,Siouan,Siouan,__
osm,otq,quer1236,Otomí (Santiago Mexquititlan),20.0833333333,-100.083333333,Otomian,Oto-Manguean,__
oss,oss,osse1243,Ossetic,43.0,44.0,Iranian,Indo-European,__
otm,ote,mezq1235,Otomí (Mezquital),20.1666666667,-99.1666666667,Otomian,Oto-Manguean,__
oto,iow,iowa1245,Oto,40.5,-96.0,Siouan,Siouan,__
otr,otr,otor1240,Otoro,11.1666666667,30.5,Heiban,Niger-Congo,Kordofanian
ots,otm,east2556,Otomí (Sierra),20.6666666667,-98.8333333333,Otomian,Oto-Manguean,__
owc,gaz,west2721,Oromo (West-Central),9.0,37.0,Eastern Cushitic,Afro-Asiatic,Cushitic
owi,owi,owin1240,Owininga,-4.5,141.75,Left May,Left May,__
oya,ori,nucl1284,Oriya,21.0,85.0,Indic,Indo-European,__
paa,pqa,paaa1242,Pa'a,11.0,9.25,West Chadic,Afro-Asiatic,Chadic
pac,pac,paco1243,Pacoh,16.4166666667,107.083333333,Katuic,Austro-Asiatic,Mon-Khmer
pad,pdo,pado1242,Padoe,-2.33333333333,121.333333333,Celebic,Austronesian,__
pae,pbb,paez1247,Páez,2.66666666667,-76.0,Páezan,Páezan,__
pag,pgu,pagu1249,Pagu,1.25,127.75,North Halmaheran,West Papuan,__
pai,pwn,paiw1248,Paiwan,22.5,120.833333333,Paiwan,Austronesian,__
pak,pkn,paka1251,Pakanha,-14.5,142.416666667,Pama-Nyungan,Australian,__
pal,pau,pala1344,Palauan,7.5,134.583333333,Palauan,Austronesian,__
pam,pbs,cent2145,Pame,22.0,-99.5,Pamean,Oto-Manguean,__
pan,pan,panj1256,Panjabi,31.0,74.0,Indic,Indo-European,__
pap,pap,papi1253,Papiamentu,12.25,-69.0,Creoles and Pidgins,other,__
par,lkr,pari1256,Päri,5.0,32.5,Nilotic,Nilo-Saharan,Eastern Sudanic
pat,ptp,pate1247,Patep,-6.91666666667,146.583333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
pau,pad,paum1247,Paumarí,-6.0,-64.0,Arauan,Arauan,__
paw,pwa,pawa1255,Pawaian,-7.0,145.083333333,Pawaian,Teberan-Pawaian,__
pba,pia,pima1248,Pima Bajo,29.0,-111.0,Tepiman,Uto-Aztecan,__
pcm,poc,poqo1253,Pocomam,14.6666666667,-90.5,Mayan,Mayan,__
pdp,ppo,folo1238,Folopa,-7.0,144.5,Teberan,Teberan-Pawaian,__
pec,pay,pech1241,Pech,15.0,-85.5,Paya,Chibchan,__
pem,aoc,pemo1248,Pemon,5.33333333333,-62.0,Cariban,Cariban,__
pen,peg,peng1244,Pengo,19.8333333333,83.8333333333,South-Central Dravidian,Dravidian,__
per,pip,pero1241,Pero,9.58333333333,11.0,West Chadic,Afro-Asiatic,Chadic
pga,plg,pila1245,Pilagá,-25.0,-60.0,Guaicuruan,Guaicuruan,__
pgl,pif,ping1243,Pingilapese,6.21666666667,160.7,Oceanic,Austronesian,Eastern Malayo-Polynesian
phl,pww,pwon1235,Phlong,15.0,99.0,Karen,Sino-Tibetan,Tibeto-Burman
pia,pid,piar1243,Piaroa,5.0,-67.0,Piaroa,Sáliban,__
pil,piv,pile1238,Pileni,-10.2166666667,166.216666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
pin,piu,pint1250,Pintupi,-23.0,129.0,Pama-Nyungan,Australian,__
pip,ppl,pipi1250,Pipil,13.8333333333,-89.5833333333,Aztecan,Uto-Aztecan,__
pir,pib,yine1238,Piro,-11.0,-73.5,Purus,Arawakan,__
pis,psa,asue1235,Pisa,-5.16666666667,139.166666667,Awju-Dumut,Trans-New Guinea,__
pit,pjt,pitj1243,Pitjantjatjara,-26.0,130.0,Pama-Nyungan,Australian,__
pkm,pob,poco1241,Pokomchí,15.4166666667,-90.5,Mayan,Mayan,__
pkn,drl,darl1243,Paakantyi,-32.5,142.5,Pama-Nyungan,Australian,__
pkt,pko,poko1263,Pokot,1.5,35.5,Nilotic,Nilo-Saharan,Eastern Sudanic
pla,gob,play1240,Playero,7.0,-71.0,Guahiban,Guahiban,__
plb,pox,pola1255,Polabian,51.0,12.8333333333,Slavic,Indo-European,__
plg,pce,nucl1291,Palaung,22.6666666667,96.6666666667,Palaung-Khmuic,Austro-Asiatic,Mon-Khmer
plh,plh,paul1238,Paulohi,-3.25,128.75,Central Malayo-Polynesian,Austronesian,__
plk,plu,pali1279,Palikur,3.0,-51.0,Eastern Arawakan,Arawakan,__
plp,nij,ngaj1237,Pulopetak,1.41666666667,109.833333333,Barito,Austronesian,__
plr,fap,palo1243,Palor,14.8333333333,-16.75,Northern Atlantic,Niger-Congo,Atlantic
pmc,poo,cent2138,Pomo (Central),39.0,-123.333333333,Pomoan,Hokan,__
pme,peb,east2545,Pomo (Eastern),39.0,-122.666666667,Pomoan,Hokan,__
pmn,pej,nort2966,Pomo (Northern),39.3333333333,-123.5,Pomoan,Hokan,__
pms,pma,paam1238,Paamese,-16.5,168.25,Oceanic,Austronesian,Eastern Malayo-Polynesian
pna,pmf,pamo1252,Pamona,-1.75,120.833333333,Celebic,Austronesian,__
png,pbr,pang1287,Pangwa,-10.0,34.75,Bantoid,Niger-Congo,Benue-Congo
pnn,pag,pang1290,Pangasinan,15.9166666667,120.333333333,Northern Luzon,Austronesian,__
pno,pao,nort2954,Paiute (Northern),42.0,-118.0,Numic,Uto-Aztecan,__
pnr,pbh,enap1235,Panare,6.5,-66.0,Cariban,Cariban,__
pnu,buh,youn1235,Punu,24.0,107.0,Hmong-Mien,Hmong-Mien,__
pnx,kre,pana1307,Panará,-10.0,-55.0,Ge-Kaingang,Macro-Ge,__
