"lab.name","lab.genus","lab.family","lab.subfamily","lab.lat","lab.lon","lab.iso"
"Lillooet","Interior Salish","Salishan","__","50.75","-122","'lil'"
"Limbu","Bodic","Sino-Tibetan","Tibeto-Burman","27.1666666667","87.75","'lif'"
"Lingala","Bantoid","Niger-Congo","Benue-Congo","2","18.5","'lin'"
"Lingua Italiana dei Segni","Sign Languages","other","__","42","13","'ise'"
"Lithuanian","Baltic","Indo-European","__","55","24","'lit'"
"Efik","Cross River","Niger-Congo","Benue-Congo","4.91666666667","8.5","'efi'"
"Liv","Finnic","Uralic","Finno-Ugric","56.8333333333","24","'liv'"
"Lisu","Burmese-Lolo","Sino-Tibetan","Tibeto-Burman","26","98","'lis'"
"Kachari","Bodo-Garo","Sino-Tibetan","Tibeto-Burman","26.5","91","'xac'"
"Kabardian","Northwest Caucasian","Northwest Caucasian","__","43.5","43.5","'kbd'"
"Kar (Arra)","Ramarama","Tupian","__","-10.3333333333","-62","'arr'"
"Kayu Agung","Lampungic","Austronesian","__","-3.16666666667","104.916666667","'kge'"
"Kaki Ae","Tate","Eleman","__","-8","145.833333333","'tbd'"
"Kadugli","Kadugli","Kadugli","__","11","29.6666666667","'xtc'"
"Kamano-Kafe","Eastern Highlands","Trans-New Guinea","__","-6.25","145.666666667","'kbq'"
"Kaure","Kaure","Kaure","__","-3.41666666667","140.083333333","'bpp'"
"Kaian","Lower Ramu","Lower Sepik-Ramu","__","-4.08333333333","144.75","'kct'"
"Karao","Northern Philippines","Austronesian","__","16.5","120.833333333","'kyj'"
"Kana","Cross River","Niger-Congo","Benue-Congo","4.75","7.41666666667","'ogo'"
"Kambera","Central Malayo-Polynesian","Austronesian","__","-9.83333333333","120.166666667","'xbr'"
"Kalami","Indic","Indo-European","__","35.5","72.5","'gwc'"
"Kashmiri","Indic","Indo-European","__","34","76","'kas'"
"Kara (in Central African Republic)","Bongo-Bagirmi","Nilo-Saharan","Central Sudanic","10","23","'kah'"
"Kaurna","Pama-Nyungan","Australian","__","-34.25","138.5","'_21'"
"Kela (Apoze)","Oceanic","Austronesian","Eastern Malayo-Polynesian","-7.41666666667","147.083333333","'kcl'"
"Kaiw","Tupi-Guaran","Tupian","__","-23","-55","'kgk'"
"Kaulong","Oceanic","Austronesian","Eastern Malayo-Polynesian","-6.16666666667","149.666666667","'pss'"
"Kte","Finisterre-Huon","Trans-New Guinea","__","-6.5","147.75","'kmg'"
"Kazakh","Turkic","Altaic","__","50","70","'kaz'"
"Kayardild","Tangkic","Australian","__","-17.05","139.5","'gyd'"
"Tepecano","Tepiman","Uto-Aztecan","__","21.75","-104.75","'tep'"
"Totonac (Papantla)","Totonacan","Totonacan","__","20.3333333333","-97.3333333333","'top'"
"Tepehuan (Northern)","Tepiman","Uto-Aztecan","__","26.3333333333","-107","'ntp'"
"Tok Pisin","Creoles and Pidgins","other","__","-9.5","147.166666667","'tpi'"
"Tapiet","Tupi-Guaran","Tupian","__","-19.75","-61.6666666667","'tpj'"
"Tepehuan (Southeastern)","Tepiman","Uto-Aztecan","__","23","-104.5","'stp'"
"Tupuri","Adamawa","Niger-Congo","Adamawa-Ubangi","10.1666666667","14.75","'tui'"
"Bauzi","East Geelvink Bay","East Geelvink Bay","__","-2.5","137.5","'bvz'"
"Quechua (Bolivian)","Quechuan","Quechuan","__","-20","-66","'quh'"
"Carib (De'kwana)","Cariban","Cariban","__","5.5","-65","'mch'"
"Ojibwa (Severn)","Algonquian","Algic","__","53","-90","'ojs'"
"Roti","Central Malayo-Polynesian","Austronesian","__","-10.6666666667","123.25","'twu'"
"Rotokas","West Bougainville","West Bougainville","__","-6","155.166666667","'roo'"
"Wangkangurru","Pama-Nyungan","Australian","__","-27","137","'wgg'"
"Ugandan Sign Language","Sign Languages","other","__","1","32.5","'ugn'"
"Ojibwe (Minnesota)","Algonquian","Algic","__","47.6666666667","-92.5","'ciw'"
"Ojibwa (Eastern)","Algonquian","Algic","__","46","-80","'ojg'"
"Yemsa","North Omotic","Afro-Asiatic","Omotic","7.83333333333","37.3333333333","'jnj'"
"Berber (Figuig)","Berber","Afro-Asiatic","__","32.5","-1.5","'__5'"
"Biafada","Northern Atlantic","Niger-Congo","Atlantic","11.4166666667","-15.1666666667","'bif'"
"Serbian-Croatian","Slavic","Indo-European","__","44","19","'bos'"
"Bafia","Bantoid","Niger-Congo","Benue-Congo","5","11.1666666667","'ksf'"
"Yup'ik (Chevak)","Eskimo","Eskimo-Aleut","__","61.5","-165.75","'esu'"
"Yamdena","Central Malayo-Polynesian","Austronesian","__","-7.5","131.5","'jmd'"
"Yami","Northern Philippines","Austronesian","__","22","121.5","'tao'"
"Hixkaryana","Cariban","Cariban","__","-1","-59","'hix'"
"Hianacoto","Cariban","Cariban","__","0.833333333333","-71","'cbd'"
"Hidatsa","Siouan","Siouan","__","47","-102.5","'hid'"
"Hiligaynon","Meso-Philippine","Austronesian","__","10.25","123","'hil'"
"Wikchamni","Yokuts","Penutian","__","36.4166666667","-119.083333333","'yok'"
"Hindi","Indic","Indo-European","__","25","77","'hin'"
"Carapana","Tucanoan","Tucanoan","__","0.833333333333","-70.75","'cbc'"
"Carrier","Athapaskan","Na-Dene","__","53.75","-123.5","'crx'"
"Chorote","Matacoan","Matacoan","__","-22.5","-62.5","'crq'"
"Chiriguano","Tupi-Guaran","Tupian","__","-23.6666666667","-64.3333333333","'gui'"
"Cree (Plains)","Algonquian","Algic","__","54","-110","'crk'"
"Carijona","Cariban","Cariban","__","1","-73","'cbd'"
"Creek","Muskogean","Muskogean","__","34","-85","'mus'"
"Chru","Malayic","Austronesian","__","11.5","108.5","'cje'"
"Crimean Tatar","Turkic","Altaic","__","45","34.0833333333","'crh'"
"Cornish","Celtic","Indo-European","__","50.3333333333","-5","'cor'"
"Crow","Siouan","Siouan","__","47","-108","'cro'"
"Carolinian","Oceanic","Austronesian","Eastern Malayo-Polynesian","15.2","145.75","'cal'"
"Arapesh (Mountain)","Kombio-Arapesh","Torricelli","__","-3.46666666667","143.166666667","'ape'"
"Arabic (Iraqi)","Semitic","Afro-Asiatic","__","33","44","'acm'"
"Arrernte","Pama-Nyungan","Australian","__","-24","134","'are_aer'"
"Arabic (San'ani)","Semitic","Afro-Asiatic","__","16","44","'ayn'"
"Sesotho","Bantoid","Niger-Congo","Benue-Congo","-28","27","'sot'"
"Seri","Seri","Hokan","__","29","-112","'sei'"
"Arabic (Negev)","Semitic","Afro-Asiatic","__","30.5","34.75","'ajp'"
"Armenian (Western)","Armenian","Indo-European","__","38.5","43.5","'hye'"
"Are'are","Oceanic","Austronesian","Eastern Malayo-Polynesian","-9.25","161.166666667","'alu'"
"Armenian (Iranian)","Armenian","Indo-European","__","32.6666666667","51.6666666667","'hye'"
"Seychelles Creole","Creoles and Pidgins","other","__","-4.75","55.5","'crs'"
"Arawak","Arawakan","Arawakan","__","5.5","-55.1666666667","'arw'"
"Arabela","Zaparoan","Zaparoan","__","-2","-75.1666666667","'arl'"
"Archi","Lezgic","Nakh-Daghestanian","Daghestanian","42","46.8333333333","'aqc'"
"Arandai","South Bird's Head","Marind","__","-2.08333333333","133","'jbj'"
"Sebei","Nilotic","Nilo-Saharan","Eastern Sudanic","1.33333333333","34.5833333333","'kpz'"
"Southeast Ambrym","Oceanic","Austronesian","Eastern Malayo-Polynesian","-16.3","168.216666667","'tvk'"
"Arabic (Gulf)","Semitic","Afro-Asiatic","__","26","49","'afb'"
"Arabic (Hijazi)","Semitic","Afro-Asiatic","__","26","38","'acw'"
"Aribwatsa","Oceanic","Austronesian","Eastern Malayo-Polynesian","-6.71666666667","147","'laz'"
"Arabic (Kuwaiti)","Semitic","Afro-Asiatic","__","29.5","47.5","'afb'"
"Araki","Oceanic","Austronesian","Eastern Malayo-Polynesian","-15.6666666667","166.916666667","'akr'"
"Arabic (Lebanese)","Semitic","Afro-Asiatic","__","34","36","'apc'"
"Armenian (Eastern)","Armenian","Indo-European","__","40","45","'hye'"
"Arabic (Borno Nigerian)","Semitic","Afro-Asiatic","__","8.58333333333","12.4166666667","'shu'"
"Arosi","Oceanic","Austronesian","Eastern Malayo-Polynesian","-10.25","161.333333333","'aia'"
"Nzakara","Ubangi","Niger-Congo","Adamawa-Ubangi","5","23","'nzk'"
"Worora","Wororan","Australian","__","-15.6666666667","124.666666667","'unp'"
"Womo","Serra Hills","Skou","__","-2.91666666667","141.833333333","'_99'"
"Woleaian","Oceanic","Austronesian","Eastern Malayo-Polynesian","7.33333333333","143.833333333","'woe'"
"Woisika","Greater Alor","Timor-Alor-Pantar","__","-8.25","124.833333333","'woi'"
"Wogamusin","Upper Sepik","Sepik","__","-4.25","142.333333333","'wog'"
"Wobe","Kru","Niger-Congo","__","7.41666666667","-7.33333333333","'wob'"
"Welsh (Colloquial)","Celtic","Indo-European","__","52.75","-3.5833","'cym'"
"Fula (Guinean)","Northern Atlantic","Niger-Congo","Atlantic","11.5","-12.5","'fuf'"
"Shekhawati","Indic","Indo-European","__","28","75.5","'swv'"
"Ika","Aruak","Chibchan","__","10.6666666667","-73.75","'arh'"
"Fulani (Gombe)","Northern Atlantic","Niger-Congo","Atlantic","10.25","11.25","'fub'"
"Sikaritai","Lakes Plain","Lakes Plain","__","-2.91666666667","138.25","'tty'"
"Folopa","Teberan","Teberan-Pawaian","__","-7","144.5","'ppo'"
"Tigr","Semitic","Afro-Asiatic","__","16.5","38.5","'tig'"
"Tanglapui","Kolana-Tanglapui","Timor-Alor-Pantar","__","-8.28333333333","125.083333333","'swt'"
"Tarangan (West)","Central Malayo-Polynesian","Austronesian","__","-6.5","134.166666667","'txn'"
"Tagbanwa (Aborlan)","Meso-Philippine","Austronesian","__","9.5","118.5","'tbw'"
"Tangga","Oceanic","Austronesian","Eastern Malayo-Polynesian","-3.46666666667","153.2","'tgg'"
"Tigak","Oceanic","Austronesian","Eastern Malayo-Polynesian","-2.71666666667","150.8","'tgc'"
"Tuareg (Ghat)","Berber","Afro-Asiatic","__","25","10.1666666667","'thv'"
"Welsh","Celtic","Indo-European","__","52","-3","'cym'"
"Tugun","Central Malayo-Polynesian","Austronesian","__","-7.71666666667","126.75","'tzn'"
"Tsogo","Bantoid","Niger-Congo","Benue-Congo","-1.5","11.3333333333","'tsv'"
"Tshangla","Bodic","Sino-Tibetan","Tibeto-Burman","27.8333333333","92.1666666667","'tsj'"
"Sawai","South Halmahera - West New Guinea","Austronesian","Eastern Malayo-Polynesian","0.5","128","'szw'"
"Duka","Kainji","Niger-Congo","Benue-Congo","11.1666666667","5.08333333333","'dud'"
"Dulong","Nungish","Sino-Tibetan","Tibeto-Burman","28","98.3333333333","'duu'"
"Dumo","Western Skou","Skou","__","-2.68333333333","141.3","'vam'"
"Duna","Duna","Trans-New Guinea","__","-5.5","142.5","'duc'"
"Adang","Greater Alor","Timor-Alor-Pantar","__","-8.2","124","'adn'"
"Swahili","Bantoid","Niger-Congo","Benue-Congo","-6.5","39","'swh'"
"Duala","Bantoid","Niger-Congo","Benue-Congo","4","9.41666666667","'dua'"
"Xrc","Oceanic","Austronesian","Eastern Malayo-Polynesian","-21.6666666667","166","'ane'"
"Xasonga","Western Mande","Niger-Congo","Mande","14.25","-10.5","'kao'"
"Swedish","Germanic","Indo-European","__","60","15","'swe'"
"Xavnte","Ge-Kaingang","Macro-Ge","__","-15","-52.5","'xav'"
"Dullay (Gollango)","Eastern Cushitic","Afro-Asiatic","Cushitic","5.5","37.25","'gwd'"
"Dutch (Zeeuws)","Germanic","Indo-European","__","51.5","3.75","'zea'"
"/Xam","Southern Khoisan","Khoisan","__","-31","21","'xam'"
"Shoshone (Wind River)","Numic","Uto-Aztecan","__","43.4166666667","-108.833333333","'shh'"
"Dutch","Germanic","Indo-European","__","52.5","6","'nld'"
"Swati","Bantoid","Niger-Congo","Benue-Congo","-26.5","31","'ssw'"
"Swedish (Vsterbotten)","Germanic","Indo-European","__","64.25","19.75","'swe'"
"Nharo","Central Khoisan","Khoisan","__","-22.3333333333","20.5","'nhr'"
"Gayo","Gayo","Austronesian","__","4.5","97.5","'gay'"
"Gavio","Monde","Tupian","__","-10.6666666667","-62","'gvo'"
"German (Upper Austrian)","Germanic","Indo-European","__","47","14","'bar'"
"Wetan","Central Malayo-Polynesian","Austronesian","__","-8.16666666667","128","'lex'"
"Nanerge","Gur","Niger-Congo","__","11.75","-5","'sen'"
"Garo","Bodo-Garo","Sino-Tibetan","Tibeto-Burman","25.6666666667","90.5","'grt'"
"Gapapaiwa","Oceanic","Austronesian","Eastern Malayo-Polynesian","-9.75","149.833333333","'pwg'"
"Great Andamanese","Great Andamanese","Great Andamanese","__","12","92.6666666667","'apq'"
"Gamo","North Omotic","Afro-Asiatic","Omotic","6.66666666667","37.25","'gmo'"
"Gallong","Tani","Sino-Tibetan","Tibeto-Burman","28.1666666667","94.6666666667","'adi'"
"Gahuku","Eastern Highlands","Trans-New Guinea","__","-6","145.416666667","'gah'"
"Gagauz","Turkic","Altaic","__","46.3333333333","28.6666666667","'gag'"
"Gaelic (Scots)","Celtic","Indo-European","__","57","-4","'gla'"
"Gade","Nupoid","Niger-Congo","Benue-Congo","8.66666666667","7.41666666667","'ged'"
"Gaagudju","Gaagudju","Australian","__","-12.5833333333","132.833333333","'gbu'"
"Malacca Creole","Creoles and Pidgins","other","__","2.2","102.25","'mcm'"
"Futuna-Aniwa","Oceanic","Austronesian","Eastern Malayo-Polynesian","-19.5333333333","170.216666667","'fut'"
"Mambila","Bantoid","Niger-Congo","Benue-Congo","6.75","11.5","'mzk'"
"Fur","Fur","Nilo-Saharan","__","13.5","25","'fvr'"
"Fula (Senegal)","Northern Atlantic","Niger-Congo","Atlantic","15","-14","'fuc'"
"Maale","North Omotic","Afro-Asiatic","Omotic","6","36.9166666667","'mdy'"
"Malakmalak","Northern Daly","Australian","Daly","-13.4166666667","130.416666667","'mpb'"
"Mali","Baining","Baining-Taulil","__","-4.83333333333","152.25","'gcc'"
"Fuzhou","Chinese","Sino-Tibetan","__","26","119.5","'cdo'"
"Molala","Molala","Penutian","__","44.5","-122.5","'mbe'"
"Mlabri (Minor)","Palaung-Khmuic","Austro-Asiatic","Mon-Khmer","18.5","101","'mra'"
"Futuna (East)","Oceanic","Austronesian","Eastern Malayo-Polynesian","-14.3333333333","-178.166666667","'fud'"
"Maltese","Semitic","Afro-Asiatic","__","35.9166666667","14.4166666667","'mlt'"
"Fula (Cameroonian)","Northern Atlantic","Niger-Congo","Atlantic","9.16666666667","13.5","'fub'"
"Fulni","Yat","Macro-Ge","__","-8","-37.5","'fun'"
"Fulfulde (Maasina)","Northern Atlantic","Niger-Congo","Atlantic","15","-5","'ffm'"
"Spanish (Canary Islands)","Romance","Indo-European","__","28","-15.5833333333","'spa'"
"Popoloca (San Juan Atzingo)","Popolocan","Oto-Manguean","__","18.1666666667","-96.4166666667","'poe'"
"Japanese","Japanese","Japanese","__","37","140","'jpn'"
"Ritharngu","Pama-Nyungan","Australian","__","-12.8333333333","135.5","'rit'"
"Pashto","Iranian","Indo-European","__","33","67","'pst'"
"Votic","Finnic","Uralic","Finno-Ugric","59.5","30","'vot'"
"Rimi","Bantoid","Niger-Congo","Benue-Congo","-5","34.6666666667","'rim'"
"Rikbaktsa","Rikbaktsa","Macro-Ge","__","-11.8333333333","-57.5","'rkb'"
"Japreria","Cariban","Cariban","__","10.5","-73","'jru'"
"Pomo (Southeastern)","Pomoan","Hokan","__","39","-122.5","'pom'"
"Qawasqar","Alacalufan","Alacalufan","__","-49","-75","'alc'"
"Ewondo","Bantoid","Niger-Congo","Benue-Congo","4","12","'ewo'"
"Plains-Indians Sign Language","Sign Languages","other","__","40","-100","'psd'"
"Ewe (Anglo)","Kwa","Niger-Congo","__","6","1","'ewe'"
"Passamaquoddy-Maliseet","Algonquian","Algic","__","45","-67","'pqm'"
"Quechua (Ayacucho)","Quechuan","Quechuan","__","-14","-74","'quy'"
"Ewe","Kwa","Niger-Congo","__","6.33333333333","0.416666666667","'ewe'"
"Mosetn","Mosetenan","Mosetenan","__","-14.75","-67.8333333333","'cas'"
"Qafar","Eastern Cushitic","Afro-Asiatic","Cushitic","12","42","'aar'"
"Quechua (Ancash)","Quechuan","Quechuan","__","-8.5","-77.5","'qxa'"
"Sahu","North Halmaheran","West Papuan","__","1.16666666667","127.5","'saj'"
"Dagbani","Gur","Niger-Congo","__","9.58333333333","-0.5","'dag'"
"Dagaare","Gur","Niger-Congo","__","10.5","-2.66666666667","'dga'"
"Saryg Yughur","Turkic","Altaic","__","38.75","99.75","'ybe'"
"Deutsche Gebrdensprache","Sign Languages","other","__","52","11","'gsg'"
"Dogri","Indic","Indo-European","__","33","75","'dgo'"
"Dongo","Ubangi","Niger-Congo","Adamawa-Ubangi","3","30","'doo'"
"Movima","Movima","Movima","__","-13.8333333333","-65.6666666667","'mzp'"
"Dagur","Mongolic","Altaic","__","48","124","'dta'"
"Salt-Yui","Chimbu","Trans-New Guinea","__","-6.28333333333","145.033333333","'sll'"
"Degexit'an","Athapaskan","Na-Dene","__","62","-160","'ing'"
"Kinnauri","Bodic","Sino-Tibetan","Tibeto-Burman","31.5","78","'kfk'"
"Kano","Kapixana","Kapixana","__","-13.25","-61","'_25'"
"Kunama","Kunama","Nilo-Saharan","__","14.5","37","'kun'"
"Kanakuru","West Chadic","Afro-Asiatic","Chadic","10","12","'kna'"
"Konni","Gur","Niger-Congo","__","10.25","-1.58333333333","'kma'"
"Kaingang","Ge-Kaingang","Macro-Ge","__","-26","-52","'kgp'"
"Kannada","Southern Dravidian","Dravidian","__","14","76","'kan'"
"Kanum (Bdi)","Morehead and Upper Maro Rivers","Morehead and Upper Maro Rivers","__","-8.83333333333","140.75","'khd'"
"Kugu Nganhcara","Pama-Nyungan","Australian","__","-14.4166666667","142","'uwa'"
"Karitina","Arikem","Tupian","__","-9.5","-64","'ktn'"
"Mohawk","Northern Iroquoian","Iroquoian","__","43.5","-74.25","'moh'"
"Kham (Tibetan) (Nangchen)","Bodic","Sino-Tibetan","Tibeto-Burman","32.5","96.5","'khg'"
"Konkow","Maiduan","Penutian","__","39.5","-121.5","'mjd'"
"Konua","West Bougainville","West Bougainville","__","-5.83333333333","154.833333333","'kyx'"
"Kanuri","Western Saharan","Nilo-Saharan","Saharan","12","13","'knc'"
"Greek Sign Language","Sign Languages","other","__","38.5","22","'gss'"
"Kanum (Ngklmpw)","Morehead and Upper Maro Rivers","Morehead and Upper Maro Rivers","__","-8.66666666667","140.916666667","'kcd'"
"Kriol (Ngukurr)","Creoles and Pidgins","other","__","-14.8333333333","135","'rop'"
"Luganda","Bantoid","Niger-Congo","Benue-Congo","0.5","32.1666666667","'lug'"
"Londo","Bantoid","Niger-Congo","Benue-Congo","5","9.16666666667","'bdu'"
"Ladin","Romance","Indo-European","__","46.5833333333","11.9166666667","'lld'"
"Moca","South Omotic","Afro-Asiatic","Omotic","7.58333333333","35.5","'moy'"
"Lendu","Lendu","Nilo-Saharan","Central Sudanic","2","30.5","'led'"
"Mono-Alu","Oceanic","Austronesian","Eastern Malayo-Polynesian","-7.05","155.75","'mte'"
"Chuukese","Oceanic","Austronesian","Eastern Malayo-Polynesian","7.33333333333","151.75","'chk'"
"Cuitlatec","Cuitlatec","Cuitlatec","__","17.5","-101","'_11'"
"Curripaco","Arawakan","Arawakan","__","2.5","-68.5","'kpc'"
"Cupeo","Takic","Uto-Aztecan","__","33.1666666667","-116.5","'cup'"
"Moghol","Mongolic","Altaic","__","35","62","'mhj'"
"Xhosa","Bantoid","Niger-Congo","Benue-Congo","-32","27","'xho'"
"Mofu-Gudur","Biu-Mandara","Afro-Asiatic","Chadic","10.5","14","'mif'"
"Ronga","Bantoid","Niger-Congo","Benue-Congo","-26","32.5","'rng'"
"rGyalrong (Caodeng)","rGyalrong","Sino-Tibetan","Tibeto-Burman","31.6666666667","101.75","'jya'"
"Cuica","Timote-Cuica","Timote-Cuica","__","9","-70.5","'_10'"
"Cubeo","Tucanoan","Tucanoan","__","1.33333333333","-70.5","'cub'"
"Cua","Bahnaric","Austro-Asiatic","Mon-Khmer","15.25","108.5","'cua'"
"Chumburung","Kwa","Niger-Congo","__","7.75","0.25","'ncu'"
"Culina","Arauan","Arauan","__","-6","-70.5","'cul'"
"Cuiba","Guahiban","Guahiban","__","6.5","-70","'cui'"
"Binandere","Binanderean","Trans-New Guinea","__","-8.25","148","'bhg'"
"Nai","Kwomtari","Kwomtari-Baibai","__","-3.71666666667","141.266666667","'bio'"
"Bilua","Bilua","Solomons East Papuan","__","-7.75","156.666666667","'blb'"
"Bima","Central Malayo-Polynesian","Austronesian","__","-8.5","118.5","'bhp'"
"Biak","South Halmahera - West New Guinea","Austronesian","Eastern Malayo-Polynesian","-1","136","'bhw'"
"Biri","Pama-Nyungan","Australian","__","-20.5","146.5","'bzr'"
"Binga","Bongo-Bagirmi","Nilo-Saharan","Central Sudanic","8","25","'yul'"
"Bidiya","East Chadic","Afro-Asiatic","Chadic","11.9166666667","18.75","'bid'"
"Bira","Bantoid","Niger-Congo","Benue-Congo","1","28.75","'bip'"
"Biatah","Land Dayak","Austronesian","__","1.25","110","'bth'"
"Bisu","Burmese-Lolo","Sino-Tibetan","Tibeto-Burman","19.75","100","'bzi'"
"Birom","Platoid","Niger-Congo","Benue-Congo","9.66666666667","8.83333333333","'bom'"
"Bisa","Eastern Mande","Niger-Congo","Mande","11.5","-0.5","'bib'"
"Bilaan","South Mindanao","Austronesian","__","6","125.333333333","'bps'"
"Lauje","Sulawesi","Austronesian","__","-0.5","120","'law'"
"Wirangu","Pama-Nyungan","Australian","__","-32","134","'wiw'"
"Suena","Binanderean","Trans-New Guinea","__","-7.75","147.55","'sue'"
"Sa'a","Oceanic","Austronesian","Eastern Malayo-Polynesian","-9.61666666667","161.45","'apb'"
